,ratio_peri_core,ratio_active_dev,retention_rate,dropout_rate,core2peripheral_rate,inflow_rate,month
52,0.945054945054945,2.175141242937853,0.5922330097087378,0.05825242718446602,0.23300970873786409,0.08791208791208792,2021-01
53,0.9662921348314607,2.04,0.7032967032967034,0.04395604395604396,0.16483516483516483,0.12359550561797752,2021-02
54,1.1595744680851063,2.1773399014778323,0.7303370786516854,0.02247191011235955,0.14606741573033707,0.1276595744680851,2021-03
55,1.4941176470588236,1.8867924528301887,0.723404255319149,0.031914893617021274,0.18085106382978725,0.07058823529411765,2021-04
56,1.4303797468354431,2.046875,0.7058823529411765,0.03529411764705882,0.21176470588235294,0.10126582278481013,2021-05
57,1.2325581395348837,2.359375,0.7468354430379747,0.02531645569620253,0.189873417721519,0.12790697674418605,2021-06
58,0.9072164948453608,2.189189189189189,0.7558139534883721,0.023255813953488372,0.11627906976744186,0.16494845360824742,2021-07
59,1.0618556701030928,2.11,0.711340206185567,0.061855670103092786,0.12371134020618557,0.1134020618556701,2021-08
60,1.2650602409638554,2.122340425531915,0.6082474226804123,0.07216494845360824,0.1958762886597938,0.14457831325301204,2021-09
61,1.1951219512195121,2.0388888888888888,0.6506024096385542,0.10843373493975904,0.10843373493975904,0.14634146341463414,2021-10
62,1.011111111111111,2.292817679558011,0.7560975609756098,0.036585365853658534,0.15853658536585366,0.12222222222222222,2021-11
63,1.1948051948051948,2.4437869822485205,0.6888888888888889,0.05555555555555555,0.08888888888888889,0.07792207792207792,2021-12
64,1.1710526315789473,2.1575757575757577,0.7012987012987013,0.05194805194805195,0.12987012987012986,0.10526315789473684,2022-01
65,1.103448275862069,1.9234972677595628,0.6973684210526315,0.02631578947368421,0.13157894736842105,0.10344827586206896,2022-02
66,1.3703703703703705,2.1979166666666665,0.6436781609195402,0.04597701149425287,0.14942528735632185,0.08641975308641975,2022-03
67,1.388235294117647,1.8029556650246306,0.7037037037037037,0.07407407407407407,0.19753086419753085,0.1411764705882353,2022-04
68,1.4197530864197532,2.0306122448979593,0.6823529411764706,0.08235294117647059,0.1411764705882353,0.12345679012345678,2022-05
69,1.391304347826087,1.981818181818182,0.7407407407407407,0.07407407407407407,0.14814814814814814,0.20652173913043478,2022-06
70,1.3555555555555556,2.0943396226415096,0.6847826086956522,0.16304347826086957,0.15217391304347827,0.14444444444444443,2022-07
